amount,new_payee,on_call,typing_pause,typing_variance,device_movement,transaction_hour,previous_transactions,fraud
32382.28,1,0,6.34,0.98,0.7,7,23,1
2963.68,0,0,3.91,0.79,0.2,18,99,0
15821.79,0,0,5.84,0.11,0.19,15,39,0
9406.38,0,0,1.02,0.47,0.07,1,96,0
38656.17,0,0,1.7,0.63,0.68,5,42,1
352.85,0,0,3.39,0.84,0.73,17,4,0
36742.05,1,0,3.13,0.49,0.52,22,48,0
15101.28,0,0,5.82,0.16,0.5,11,82,0
24602.82,1,0,0.24,0.47,0.83,3,78,1
25718.16,0,0,5.68,1.0,0.66,4,89,1
28337.9,0,0,0.96,0.34,0.91,22,90,0
37160.9,0,0,5.99,0.77,0.18,2,40,1
27814.07,0,0,4.02,0.33,0.78,14,5,0
45213.68,0,0,6.82,0.14,0.44,5,27,0
46219.77,0,0,6.48,0.2,0.28,5,71,0
9491.65,0,0,5.24,0.18,0.54,17,9,0
42561.45,0,0,6.53,0.23,0.44,14,36,0
1198.6,0,0,4.87,0.53,0.29,14,86,0
35242.74,0,1,6.48,0.73,0.31,17,91,1
43282.24,1,0,3.8,0.68,0.67,12,33,0
48275.65,0,0,0.94,0.07,0.93,15,28,0
34738.35,1,1,6.51,0.85,0.42,16,1,1
3343.01,0,0,4.5,0.74,0.7,6,38,0
7230.11,1,0,3.84,0.12,0.06,13,23,0
560.19,0,0,1.3,0.15,0.9,0,77,0
46729.34,0,0,2.13,0.64,0.17,3,61,0
46583.44,0,1,3.4,0.36,0.43,3,36,0
28333.85,1,0,7.11,0.36,0.22,11,54,1
30425.3,1,1,9.73,0.95,0.06,4,62,1
13669.53,1,1,0.49,0.59,0.75,2,41,1
11333.58,0,0,6.6,0.53,0.08,3,93,0
3421.94,0,0,1.27,0.21,0.47,14,62,0
23436.14,0,0,9.38,0.15,0.14,14,45,0
25369.2,1,0,8.31,0.93,0.65,5,45,1
39645.14,1,0,8.01,0.18,0.26,20,12,1
13322.54,0,0,1.17,0.67,0.93,21,11,0
29893.39,0,0,2.94,0.39,0.08,11,35,0
49759.55,1,0,8.28,0.57,0.35,20,41,1
9084.49,0,1,1.61,0.08,0.28,16,49,0
41455.03,0,1,4.51,0.98,0.33,7,2,1
31938.61,0,0,3.12,0.64,0.31,15,57,0
45615.58,1,1,7.19,0.7,0.58,17,54,1
9542.84,0,1,1.81,0.93,0.55,14,62,0
13524.77,1,0,3.04,0.24,0.17,17,39,0
32152.11,0,0,1.31,0.81,0.79,3,35,0
19237.4,0,0,7.4,0.91,0.27,11,85,0
9305.95,0,0,0.63,0.73,0.57,10,42,0
13661.85,1,1,9.2,0.79,0.82,14,4,1
9588.68,0,0,9.86,0.56,0.31,21,36,0
48970.85,0,0,5.46,0.21,0.07,22,67,0
42765.05,1,0,0.32,0.55,0.1,11,14,0
35950.57,0,0,4.55,0.82,0.56,4,40,0
16666.38,1,0,4.12,0.09,0.4,5,79,0
38073.28,0,0,2.05,0.96,0.62,15,65,0
35719.05,1,1,0.42,0.98,0.88,19,45,0
36854.24,1,0,6.52,0.07,0.86,13,14,1
3285.17,1,0,8.03,0.44,0.35,9,57,0
17917.6,1,0,1.59,0.17,0.43,14,87,0
7359.58,1,1,0.42,0.76,0.67,15,2,1
24775.67,1,0,2.42,0.43,0.48,4,30,0
28044.22,0,0,4.22,0.97,0.62,7,59,0
17248.56,0,1,9.05,0.8,0.27,8,47,0
18222.51,0,0,7.28,0.13,0.65,9,32,0
34686.85,0,0,2.88,0.64,0.39,22,6,0
48148.98,1,0,0.24,0.47,0.74,13,25,0
29069.41,0,1,1.85,0.1,0.86,5,73,0
6514.72,0,0,6.42,0.32,0.87,8,44,0
24782.23,0,0,6.8,0.75,0.28,16,4,0
19057.52,0,0,6.05,0.06,0.38,23,29,0
47600.41,0,0,5.39,0.32,0.25,4,90,0
45802.59,1,0,7.68,0.27,0.33,8,36,1
16210.71,0,0,8.54,0.74,0.71,1,90,0
47909.87,0,0,3.17,0.09,0.76,3,48,0
36135.16,1,0,7.8,0.6,0.32,5,85,1
735.09,1,0,8.7,0.89,0.47,20,59,0
20846.14,0,1,7.9,0.17,0.63,23,80,1
29817.98,1,0,3.57,0.4,0.74,12,52,0
35674.0,1,0,1.55,0.33,0.53,21,3,0
28461.3,0,0,3.74,0.56,0.45,10,85,0
45214.98,0,0,9.25,0.56,0.88,20,51,0
24740.06,0,0,4.49,0.4,0.69,23,40,0
4380.98,0,0,4.61,0.79,0.47,6,4,0
35534.19,1,0,5.85,0.2,0.26,13,35,1
21594.02,1,0,2.0,0.3,0.41,22,64,0
2139.61,0,0,5.78,0.98,0.87,18,70,0
36315.87,0,0,6.21,0.53,0.86,0,84,1
20022.03,0,0,1.07,0.98,0.18,3,30,0
16033.09,0,0,0.54,0.33,0.87,14,24,0
6272.22,0,1,2.4,0.32,0.97,12,91,0
25609.58,0,1,9.82,0.82,0.35,20,97,1
12191.05,1,1,4.25,0.67,0.21,11,78,0
46587.01,1,0,3.6,0.72,0.35,1,39,1
15576.6,0,0,2.25,0.06,0.65,20,90,0
9482.46,1,0,0.35,0.26,0.71,14,60,0
2790.23,0,0,7.64,0.78,0.96,11,31,0
2045.57,1,0,7.18,0.14,0.12,6,50,0
21417.06,0,0,5.66,0.05,0.16,12,22,0
6763.1,0,0,7.18,0.18,0.75,3,60,0
32608.79,0,0,6.63,0.98,0.95,1,14,1
30834.96,1,1,4.85,0.3,0.18,1,26,1
36170.01,1,1,2.12,0.73,0.32,5,19,1
33323.69,0,0,1.13,0.1,0.87,23,50,0
37578.42,0,0,7.38,0.84,0.91,14,14,1
37703.91,1,0,1.73,0.12,0.35,12,31,0
49895.1,0,0,6.96,0.24,0.11,12,71,1
35045.25,1,0,8.97,0.41,0.7,2,55,1
13535.88,0,1,3.06,0.34,0.51,11,4,0
39869.93,1,0,5.3,0.32,0.82,14,4,1
33743.09,0,0,4.21,0.15,0.92,11,88,0
29482.36,0,0,4.11,0.27,0.28,12,23,0
26584.88,0,0,9.52,0.16,0.84,7,97,0
7393.65,0,0,6.94,0.28,0.56,21,22,0
22492.16,1,1,4.76,0.97,0.12,22,25,1
19095.35,0,0,4.82,0.17,0.21,13,33,0
43408.77,0,0,6.02,0.24,0.46,21,69,0
26908.89,0,1,8.46,0.3,0.64,16,81,1
1574.68,0,1,6.32,0.98,0.95,16,68,1
20516.36,1,0,6.5,0.7,0.29,17,13,1
28918.99,0,0,5.45,0.42,0.22,15,22,0
41478.61,0,0,5.17,0.42,0.48,12,83,0
37508.46,0,0,5.05,0.68,0.49,20,69,0
20590.92,1,0,9.65,0.21,0.28,23,94,1
23442.71,0,0,3.99,0.52,0.55,0,52,0
12627.46,0,0,0.91,0.55,0.85,7,97,0
44942.95,1,1,6.39,0.97,0.2,15,45,1
28998.35,1,0,2.2,0.55,0.67,20,84,0
35766.99,1,1,2.99,0.36,0.4,21,54,1
5105.94,1,0,8.81,0.93,0.07,23,30,0
26067.57,0,0,3.31,0.64,0.14,14,61,0
979.98,0,0,4.32,0.12,0.9,6,30,0
5874.09,0,0,0.7,0.63,0.82,2,68,0
10228.17,1,0,9.47,0.12,0.51,10,29,0
12457.74,1,0,0.28,0.63,0.52,4,23,0
49787.84,1,0,5.46,0.35,0.79,21,5,1
18136.54,0,0,4.78,0.9,0.7,5,51,0
33055.18,1,0,5.36,0.27,0.86,13,62,1
48572.67,0,0,5.16,0.42,0.2,23,54,0
49537.12,0,0,8.6,0.72,0.09,17,48,0
3642.36,0,0,3.98,0.28,0.11,6,90,0
13738.63,1,0,8.44,0.96,0.73,19,74,1
46684.76,0,1,7.76,0.74,0.39,4,10,1
32730.5,0,0,0.92,0.39,0.46,16,14,0
8714.1,0,0,4.99,0.11,0.95,2,97,0
36569.5,0,0,5.34,0.98,0.76,10,81,1
42555.55,0,0,6.93,0.14,0.16,6,11,0
6312.46,0,0,6.1,0.54,0.19,6,8,0
40208.84,1,0,3.44,0.23,0.22,21,66,0
49092.65,0,0,0.95,0.31,0.14,3,92,0
21973.95,0,0,6.3,0.42,0.1,1,82,0
20307.13,0,1,4.08,0.83,0.92,4,14,1
44635.37,0,0,8.1,0.91,0.7,13,41,1
28674.44,0,1,3.42,0.25,0.15,19,67,0
11647.71,1,0,4.46,0.72,0.18,16,90,1
49824.79,1,1,4.2,0.53,0.55,21,5,1
14112.87,1,0,2.76,0.18,0.92,18,91,0
40775.72,0,1,7.66,0.88,0.07,12,60,1
4591.4,0,1,4.73,0.86,0.36,8,77,0
21348.28,1,0,9.49,0.6,0.77,18,90,1
24683.94,1,1,0.56,0.34,0.47,5,83,1
36526.92,0,0,6.67,0.51,0.75,16,69,0
5915.68,1,0,4.2,0.08,0.18,22,60,0
17165.09,1,0,9.72,0.62,0.28,22,81,0
16392.07,0,0,3.92,0.19,0.07,8,58,0
5462.82,1,0,7.27,0.42,0.12,1,91,0
29023.57,0,1,0.55,0.24,0.76,1,85,1
14534.66,0,1,3.21,0.24,0.54,3,6,1
2272.97,1,0,4.31,0.76,0.97,2,72,0
48661.01,1,0,7.13,0.12,0.35,17,77,1
21399.46,0,0,4.22,0.61,0.45,1,31,0
3597.27,0,0,0.44,0.24,0.26,12,58,0
14369.44,0,1,7.95,0.37,0.5,1,13,0
884.43,0,0,5.69,0.95,0.95,19,91,0
30770.82,0,0,1.27,0.95,0.87,7,17,1
39128.37,0,0,6.07,0.69,0.89,3,24,1
41248.32,1,0,1.27,0.74,0.98,19,14,1
3207.16,1,1,5.04,0.44,0.91,23,21,1
44590.06,0,0,5.33,0.64,0.95,18,94,0
9658.05,0,0,9.06,0.54,0.98,4,86,0
29969.35,1,1,8.51,0.67,0.85,13,81,1
46248.6,0,0,8.85,0.12,0.1,20,82,0
31687.76,0,0,4.64,0.63,0.29,9,47,0
30716.61,1,0,7.85,0.4,0.31,1,12,1
40375.93,0,1,9.89,0.12,0.09,13,73,1
19280.05,0,1,0.33,0.35,0.23,1,21,0
33507.1,1,1,5.02,0.27,0.23,23,76,1
35458.81,0,0,6.12,0.66,0.68,23,70,0
40316.65,0,0,7.99,0.96,0.11,15,75,0
7408.89,1,0,7.85,0.69,0.62,22,10,0
11113.11,0,0,3.52,0.84,0.4,17,22,0
29172.6,0,0,0.12,0.92,0.13,6,35,0
21255.08,0,0,5.4,0.99,0.75,16,22,1
42930.96,0,0,7.76,0.88,0.64,3,46,1
19213.89,0,0,6.73,0.44,0.2,6,71,0
26577.19,0,0,9.18,0.34,0.26,19,99,0
42684.8,0,0,8.63,0.53,0.41,17,89,0
29732.11,1,0,8.8,0.61,0.36,18,68,1
16471.15,0,1,5.98,1.0,0.8,15,14,1
13290.82,0,1,0.37,0.27,0.91,16,17,0
11419.67,0,1,8.95,0.29,0.45,20,19,0
38573.27,1,0,9.12,0.36,0.2,23,14,1
42743.83,0,1,3.0,0.67,0.09,2,20,0
24124.18,1,0,9.18,0.77,0.36,14,91,1
47461.69,0,0,7.84,0.71,0.17,10,5,0
30442.31,0,0,9.0,0.28,0.32,3,8,0
14607.64,0,0,8.88,0.75,0.68,10,97,0
17504.65,1,0,5.56,0.97,0.98,19,30,1
43679.73,0,0,1.22,0.95,0.55,9,63,0
17575.73,0,0,9.31,0.86,0.49,3,5,0
20122.65,0,0,9.41,0.79,0.18,10,57,0
46797.06,0,0,3.81,0.16,0.45,20,57,0
21653.06,0,0,8.58,0.34,0.83,1,43,1
15096.42,0,0,6.26,0.27,0.92,11,10,0
46008.79,0,0,0.33,0.31,0.87,13,91,0
21863.74,0,0,8.4,0.64,0.75,9,16,0
47639.64,1,0,5.63,0.16,0.39,9,2,1
16573.37,0,0,7.24,0.39,0.8,7,45,0
18162.7,0,0,4.39,0.47,0.99,11,11,0
46339.43,0,0,0.52,0.12,0.06,4,52,0
32688.9,0,0,5.75,0.51,0.41,12,65,0
30953.93,0,0,2.13,0.79,0.81,23,0,0
13156.29,0,1,7.76,0.12,0.84,2,78,1
12734.67,1,1,7.84,0.48,0.36,9,65,1
23213.47,1,1,6.63,0.75,0.09,4,48,1
1116.82,1,1,2.46,0.85,0.68,16,10,0
30356.63,0,0,8.47,0.13,0.87,15,67,0
11751.31,0,0,7.82,0.89,0.93,21,43,0
41528.18,0,0,7.85,0.17,0.68,16,8,0
45010.67,0,1,1.14,0.09,0.97,15,15,0
19371.17,0,1,2.62,0.08,0.55,12,59,0
32640.21,0,0,3.19,0.92,0.97,10,18,0
14581.0,1,0,7.68,0.83,0.17,23,54,0
49277.06,1,0,2.54,0.6,0.45,1,20,0
33228.1,0,0,0.28,0.76,0.66,20,18,0
48240.4,0,0,7.79,0.8,0.08,10,14,0
45930.74,0,0,0.54,0.58,0.44,6,90,0
36226.94,0,1,7.18,0.4,0.19,23,9,1
14815.67,1,0,3.0,0.61,0.18,3,96,0
2899.96,0,0,5.26,0.7,0.09,1,21,0
22257.53,0,1,1.48,0.71,0.43,21,95,0
38143.46,0,0,0.8,0.51,0.75,6,33,0
38568.69,0,0,4.74,0.7,0.92,14,47,0
48535.52,1,0,9.64,0.7,0.42,2,87,1
924.48,0,1,6.49,0.4,0.53,17,50,1
31615.75,0,0,3.01,0.98,0.47,22,62,0
24980.04,1,0,6.97,0.42,0.08,7,67,1
47461.47,1,1,8.17,0.7,0.85,2,26,1
14512.35,0,0,5.6,0.88,0.84,21,72,0
20825.87,1,0,0.5,0.36,0.74,13,45,0
40672.36,1,0,4.65,0.07,0.21,17,48,0
37683.36,1,0,1.32,0.18,0.23,21,68,0
48763.05,0,0,6.77,0.12,0.82,13,96,0
8642.46,0,0,0.74,0.3,0.42,4,70,0
12233.77,0,0,6.71,0.96,0.68,20,35,0
15877.28,1,0,3.39,0.95,0.85,3,42,1
44987.3,0,0,9.21,0.32,0.2,6,64,0
39632.58,0,0,1.44,0.46,0.97,2,34,0
27627.17,0,0,5.21,0.14,0.76,6,82,0
20305.39,1,0,8.44,0.37,0.96,6,4,1
2009.38,1,0,2.4,0.99,0.53,12,70,0
25300.94,0,0,3.42,0.56,0.48,12,30,0
13095.72,0,1,6.03,0.78,0.96,8,69,1
49132.24,0,0,4.09,0.5,0.9,18,40,0
45342.11,0,0,3.38,0.39,0.09,3,56,0
14813.33,1,0,4.53,0.41,0.16,4,55,0
41308.68,0,0,6.53,0.36,0.1,11,89,0
42147.1,1,0,4.59,0.73,0.94,7,73,1
2973.83,0,0,6.92,0.18,0.53,11,98,0
11017.16,1,0,7.84,0.64,0.35,15,56,1
39140.05,1,0,6.89,0.62,0.55,15,69,1
258.05,0,0,1.87,0.91,0.67,15,96,0
40753.62,0,0,0.13,0.4,0.18,4,3,0
24003.45,0,0,2.18,0.93,0.1,0,21,0
25616.8,0,0,9.67,0.32,0.61,18,95,0
44066.61,0,1,7.04,0.25,0.44,20,20,1
38046.78,0,0,8.79,0.33,1.0,12,99,0
45372.53,0,0,7.64,0.96,0.68,19,46,0
34205.31,0,1,4.37,0.94,0.46,17,43,0
13977.75,0,0,9.6,0.22,0.14,14,16,0
12121.4,1,0,2.31,0.32,0.46,23,97,0
45677.23,1,0,3.07,0.71,0.45,23,79,0
21564.52,1,0,3.75,0.96,0.06,23,45,0
9556.96,0,0,1.8,0.07,0.37,14,43,0
34641.58,1,1,5.54,0.95,0.06,15,77,1
39253.53,0,0,1.21,0.72,0.99,22,44,0
933.88,0,0,6.93,0.73,0.58,17,5,0
5263.61,0,0,0.22,0.37,0.42,0,14,0
15154.04,0,1,9.15,0.68,0.53,21,79,0
5343.77,0,0,0.85,0.66,0.82,14,68,0
38550.3,0,0,5.97,0.54,0.99,13,10,0
48769.09,1,0,6.33,0.54,0.97,0,64,1
47242.03,0,0,8.56,0.19,0.95,0,37,1
48561.47,1,0,7.81,0.2,0.14,18,72,1
1652.9,1,0,4.25,0.18,0.74,9,68,0
20954.32,0,0,3.22,0.06,0.06,21,51,0
27416.26,0,0,7.01,0.08,0.77,3,86,1
19335.64,0,0,8.58,0.41,0.72,23,99,0
10666.4,1,0,9.03,0.21,0.37,12,26,0
12859.5,1,0,1.68,0.51,0.51,12,37,0
39018.07,1,0,9.73,0.1,0.09,22,75,1
44900.24,0,0,8.37,0.17,0.3,20,57,0
49096.76,1,0,3.49,0.68,0.16,6,85,0
24081.16,0,1,0.11,0.98,0.39,5,41,0
7338.66,1,1,0.3,0.1,0.92,5,38,0
23375.71,0,0,9.61,0.57,0.85,22,80,0
23573.63,0,0,6.03,0.6,0.65,16,39,0
35543.29,0,0,8.86,0.18,0.68,5,7,0
4945.98,1,0,6.32,0.81,0.94,23,72,1
13026.8,1,0,0.32,0.91,0.6,12,49,0
9804.66,0,0,9.12,0.06,0.79,2,59,0
36974.46,0,0,8.99,0.48,0.65,4,27,0
26129.75,0,0,9.14,0.06,0.66,4,14,0
421.83,0,0,8.04,0.32,0.64,14,53,0
11793.16,0,0,8.34,0.85,0.37,21,83,0
8845.85,0,1,2.74,0.37,0.36,6,92,0
42190.93,0,1,1.24,0.9,0.23,17,78,0
8001.89,0,0,4.55,0.73,0.1,14,24,0
35181.13,1,0,6.84,0.26,0.56,1,33,1
35036.47,1,0,0.75,0.12,0.76,14,22,0
19233.42,0,0,3.31,0.87,0.79,7,97,0
7716.53,0,0,9.33,0.34,0.87,7,60,0
44292.62,1,0,5.24,0.85,0.29,15,10,1
25458.43,0,0,9.34,0.35,0.39,8,74,0
28128.5,1,0,8.73,0.77,0.74,18,26,1
1179.87,0,1,5.89,0.25,0.14,22,0,0
36116.34,0,0,4.14,0.6,0.72,3,62,0
30565.82,0,0,9.84,0.91,0.88,13,73,1
40539.59,0,0,5.98,0.19,0.21,8,89,1
13360.33,0,0,8.84,0.83,0.49,10,1,0
15325.1,0,1,3.96,0.06,0.38,16,86,0
16484.38,0,0,1.88,0.89,0.37,10,84,0
29776.5,0,0,9.91,0.21,0.76,5,3,1
7343.67,1,0,6.33,0.66,0.53,10,11,0
37612.49,0,0,7.03,0.72,0.57,18,76,0
17696.94,0,0,9.07,0.05,0.3,12,97,0
592.06,0,0,7.91,0.79,0.79,23,11,0
44147.93,0,0,3.44,0.21,0.37,12,79,0
26061.94,0,0,7.18,0.32,0.36,15,13,0
6529.67,1,0,1.59,0.15,0.83,13,4,0
40987.95,0,1,9.89,0.63,0.63,7,41,1
11683.73,0,0,3.51,0.18,0.35,20,83,0
32922.1,1,0,0.43,0.72,0.96,7,75,1
9501.88,0,1,0.23,0.57,0.2,17,94,1
11042.21,1,0,3.52,0.48,0.91,13,22,0
2059.17,0,1,3.3,0.29,0.76,7,91,0
28294.86,0,0,2.89,0.25,0.97,23,97,0
17264.75,0,0,3.44,0.57,0.78,9,24,0
26484.18,1,0,0.88,0.58,0.66,8,96,0
37286.48,0,1,1.77,0.76,0.13,21,2,1
27639.57,0,1,0.14,0.54,0.26,17,9,0
5569.63,1,0,9.14,0.07,0.66,8,29,1
21648.27,1,1,2.54,0.95,0.7,20,84,1
28162.11,1,1,1.37,0.35,0.28,16,64,1
40159.69,1,0,3.82,0.18,0.25,21,86,0
11225.04,0,0,2.21,0.19,0.95,13,12,0
27958.61,0,1,8.81,0.51,0.39,18,30,1
13451.42,0,1,3.18,0.23,0.5,12,68,0
25966.08,0,0,9.06,0.14,0.88,12,65,0
36465.2,0,1,6.85,0.08,0.18,16,66,1
33163.77,1,0,6.63,0.78,0.6,20,3,1
8846.0,1,0,7.49,0.38,0.76,7,50,0
49083.76,0,0,9.82,0.87,0.09,23,80,0
9144.11,1,0,5.64,0.68,0.94,3,20,1
28673.94,1,0,6.91,0.77,0.36,12,96,1
34691.17,0,1,1.88,0.91,0.35,23,60,0
34855.28,0,0,4.72,0.19,0.81,5,44,0
3064.21,1,0,3.79,0.62,0.51,23,86,0
6249.99,1,0,9.77,0.24,0.15,10,53,0
4091.3,0,1,0.57,0.81,0.42,15,75,0
8887.21,1,0,8.68,0.57,0.09,14,0,0
29426.84,0,0,8.21,0.86,0.81,8,66,1
16804.84,0,0,2.72,0.4,0.84,21,46,0
49799.11,0,1,1.04,0.72,0.26,9,51,0
47321.43,0,0,1.86,0.14,0.37,16,36,0
43178.98,0,0,6.55,0.1,0.98,6,35,0
36936.39,1,0,9.98,0.12,0.98,1,65,1
42621.73,0,1,2.29,0.8,0.23,18,11,0
30765.0,0,1,5.82,0.67,0.32,13,63,1
27305.52,0,0,7.06,0.71,0.39,4,25,1
28155.69,1,0,3.97,0.37,0.55,20,24,0
4479.3,1,0,3.22,0.39,0.09,2,71,0
7713.47,1,0,3.04,0.16,0.84,2,60,0
26214.05,1,1,7.34,0.75,0.15,13,48,1
3435.68,0,0,8.82,0.28,0.97,14,48,0
24906.83,0,1,8.49,0.07,0.95,10,26,1
4210.82,0,0,2.27,0.77,0.13,15,65,0
16063.16,1,0,7.53,0.39,0.57,10,73,0
49324.18,1,1,1.93,0.85,0.56,17,46,1
33466.29,0,0,8.92,0.13,0.49,3,22,0
3137.55,1,1,6.64,0.06,0.22,23,96,1
11761.13,1,0,3.04,0.93,0.75,11,15,0
19006.19,0,1,5.22,0.9,0.38,12,53,0
2788.95,1,1,3.7,0.79,0.76,11,39,1
24241.22,0,0,4.07,0.08,0.31,14,71,0
14377.43,0,0,5.25,0.57,0.36,12,7,0
38447.21,0,0,6.48,0.91,0.72,21,21,1
41944.16,1,0,9.7,0.57,0.49,6,43,1
23536.68,0,0,0.36,0.47,0.91,14,5,0
20508.96,0,0,7.44,0.33,0.5,8,53,0
28859.52,0,0,1.88,0.24,0.93,4,16,0
15608.39,0,1,7.84,0.09,0.71,11,39,0
23830.09,0,0,9.82,0.66,0.4,0,2,1
10901.9,0,0,3.48,0.76,0.82,0,5,0
27016.53,0,0,2.36,0.72,0.29,19,0,0
26472.21,1,0,8.09,0.16,0.78,0,47,1
45197.07,0,0,9.28,0.72,0.44,4,62,1
41531.79,1,0,6.41,0.84,0.89,2,22,1
40691.77,0,0,3.78,0.63,0.66,19,74,0
25687.99,1,0,0.24,0.06,0.68,9,86,1
23609.28,0,1,2.68,0.45,0.7,5,2,1
2668.64,0,0,6.22,0.12,0.68,19,82,0
24480.2,0,1,4.7,0.33,0.79,12,38,0
13078.25,1,0,1.2,0.33,0.88,7,80,0
45026.94,0,0,2.85,0.22,0.07,23,43,0
30258.27,1,0,9.19,0.38,0.46,23,76,1
20489.55,0,0,7.61,0.83,0.37,13,52,0
34138.09,1,1,1.57,0.56,0.59,11,42,1
7360.93,0,0,7.03,0.87,0.22,2,47,0
